date,julian_day,trt,block,plot,subplot,plant_ID,taxon,functional group,cover,notes
7.24.2019,205,,,21,,1053,LYCHNIS ALBA,,1,
7.24.2019,205,,,21,,1054,CAREX SP,,7,
7.24.2019,205,,,21,,1055,LITTER,,60,
7.24.2019,205,,,22,,1056,CAREX SP,,10,
7.24.2019,205,,,22,,1057,ANDROPOGON GERARDII,,45,
7.24.2019,205,,,22,,1058,POA PRATENSIS,,3,
7.24.2019,205,,,22,,1059,AGROPYRON REPENS,,5,
7.24.2019,205,,,22,,1060,SOLIDAGO SP,,1,
7.24.2019,205,,,22,,1061,PANICUM OLIGOSANTHES,,2,
7.24.2019,205,,,22,,1062,BARE GROUND,,2,
7.24.2019,205,,,22,,1063,VERBASCUM THAPSUS,,0.5,
7.24.2019,205,,,22,,1064,EQUISETUM LAEVIGATUM,,0.25,
7.24.2019,205,,,22,,1065,LITTER,,50,
7.24.2019,205,,,23,,1066,BARE GROUND,,15,
7.24.2019,205,,,23,,1067,LITTER,,50,
7.24.2019,205,,,23,,1068,AGROPYRON REPENS,,30,
7.24.2019,205,,,23,,1069,ANDROPOGON GERARDII,,2,
7.24.2019,205,,,23,,1070,LYCHNIS ALBA,,10,
7.24.2019,205,,,23,,1071,ERIGERON CANADENSIS,,4,
7.24.2019,205,,,23,,1072,CHENOPODIUM ALBUM,,2,
7.24.2019,205,,,23,,1073,POTENTILLA NORVEGICA,,6,
7.24.2019,205,,,23,,1074,VERBASCUM THAPSUS,,1,
7.24.2019,205,,,23,,1075,POLYGONUM CONVULVULUS,,8,
7.24.2019,205,,,24,,1076,POA PRATENSIS,,5,
7.24.2019,205,,,24,,1077,AGROPYRON REPENS,,60,
7.24.2019,205,,,24,,1078,POLYGONUM CONVULVULUS,,5,
7.24.2019,205,,,24,,1079,BRYOPHYTES,,1,
7.24.2019,205,,,24,,1080,BARE GROUND,,2,
7.24.2019,205,,,24,,1081,LYCHNIS ALBA,,2,
7.24.2019,205,,,24,,1082,LITTER,,30,
7.8.2019,189,NPK_H,1,1,A,1083,ANDROPOGON GERARDII,GRASS,40,
7.8.2019,189,NPK_H,1,1,A,1084,CAREX SP,GRAMINOID,2,
7.8.2019,189,NPK_H,1,1,A,1085,LITTER,LITTER,50,
7.8.2019,189,NPK_H,1,1,A,1086,POA PRATENSIS,GRASS,0.5,
7.8.2019,189,NPK_H,1,1,A,1087,RUMEX ACETOSELLA,FORB,5,
7.8.2019,189,NPK_H,1,1,A,1088,SCHIZACHYRIUM SCOPARIUM,GRASS,5,
7.8.2019,189,NP,1,2,A,1089,ACHILLEA MILLEFOLIUM,FORB,2,
7.8.2019,189,NP,1,2,A,1090,AGROPYRON REPENS,GRASS,15,
7.8.2019,189,NP,1,2,A,1091,BARE GROUND,BARE GROUND,15,
7.8.2019,189,NP,1,2,A,1092,LITTER,LITTER,60,
7.8.2019,189,NP,1,2,A,1093,MOLLUGO VERTICILLATA,FORB,2,
7.8.2019,189,NP,1,2,A,1094,PANICUM OLIGOSANTHES,GRASS,0.5,
7.8.2019,189,NP,1,2,A,1095,POA PRATENSIS,GRASS,5,
7.8.2019,189,NPK,1,3,D,1096,AGROPYRON REPENS,GRASS,30,
7.8.2019,189,NPK,1,3,D,1097,BARE GROUND,BARE GROUND,5,
7.8.2019,189,NPK,1,3,D,1098,BERTEROA INCANA,FORB,1,
7.8.2019,189,NPK,1,3,D,1099,ERIGERON CANADENSIS,FORB,0.5,
7.8.2019,189,NPK,1,3,D,1100,LITTER,LITTER,40,
7.8.2019,189,NPK,1,3,D,1101,POA PRATENSIS,GRASS,25,
7.8.2019,189,K,1,4,B,1102,ACHILLEA MILLEFOLIUM,FORB,3,
7.8.2019,189,K,1,4,B,1103,ANDROPOGON GERARDII,GRASS,15,
7.8.2019,189,K,1,4,B,1104,ANTENNARIA NEGLECTA,FORB,2,
7.8.2019,189,K,1,4,B,1105,LESPEDEZA CAPITATA,FORB,0.5,
7.8.2019,189,K,1,4,B,1106,LITTER,LITTER,60,
7.8.2019,189,K,1,4,B,1107,PANICUM OLIGOSANTHES,GRASS,2,
7.8.2019,189,K,1,4,B,1108,POA PRATENSIS,GRASS,4,
7.8.2019,189,K,1,4,B,1109,SCHIZACHYRIUM SCOPARIUM,GRASS,20,
7.8.2019,189,K,1,4,B,1110,SOLIDAGO SP,FORB,2,
7.8.2019,189,N5,1,5,D,1111,ACHILLEA MILLEFOLIUM,FORB,0.5,
7.8.2019,189,N5,1,5,D,1112,ANDROPOGON GERARDII,GRASS,40,
7.8.2019,189,N5,1,5,D,1113,ASCLEPIAS OVALIFOLIA,FORB,1,
7.8.2019,189,N5,1,5,D,1114,CAREX SP,GRAMINOID,10,
7.8.2019,189,N5,1,5,D,1115,LESPEDEZA CAPITATA,FORB,1,
7.8.2019,189,N5,1,5,D,1116,LITTER,LITTER,45,
7.8.2019,189,N5,1,5,D,1117,POA PRATENSIS,GRASS,1,
7.8.2019,189,N5,1,5,D,1118,RUMEX ACETOSELLA,FORB,2,
7.8.2019,189,N5,1,5,D,1119,SOLIDAGO SP,FORB,0.5,
7.8.2019,189,PK,1,6,B,1120,ACHILLEA MILLEFOLIUM,FORB,2,
7.8.2019,189,PK,1,6,B,1121,AGROPYRON REPENS,GRASS,50,
7.8.2019,189,PK,1,6,B,1122,ANDROPOGON GERARDII,GRASS,10,
7.8.2019,189,PK,1,6,B,1123,ASCLEPIAS OVALIFOLIA,FORB,0.5,
7.8.2019,189,PK,1,6,B,1124,LITTER,LITTER,40,
7.8.2019,189,PK,1,6,B,1125,POA PRATENSIS,GRASS,2,
7.8.2019,189,PK,1,6,B,1126,TOXICODENDRON RADICANS,FORB,7,
7.8.2019,189,N10,1,7,C,1127,ANDROPOGON GERARDII,GRASS,15,
7.8.2019,189,N10,1,7,C,1128,BARE GROUND,BARE GROUND,8,
7.8.2019,189,N10,1,7,C,1129,CAREX SP,GRAMINOID,8,
7.8.2019,189,N10,1,7,C,1130,LITTER,LITTER,50,
7.8.2019,189,N10,1,7,C,1131,PANICUM OLIGOSANTHES,GRASS,1,
7.8.2019,189,N10,1,7,C,1132,RUMEX ACETOSELLA,FORB,15,
7.8.2019,189,N10,1,7,C,1133,SCHIZACHYRIUM SCOPARIUM,GRASS,5,
7.8.2019,189,P,1,8,A,1134,ACHILLEA MILLEFOLIUM,FORB,4,
7.8.2019,189,P,1,8,A,1135,ANDROPOGON GERARDII,GRASS,25,
7.8.2019,189,P,1,8,A,1136,BARE GROUND,BARE GROUND,2,
7.8.2019,189,P,1,8,A,1137,CAREX SP,GRAMINOID,4,
7.8.2019,189,P,1,8,A,1138,ERIGERON CANADENSIS,FORB,0.5,
7.8.2019,189,P,1,8,A,1139,LITTER,LITTER,45,
7.8.2019,189,P,1,8,A,1140,PANICUM OLIGOSANTHES,GRASS,1,
7.8.2019,189,P,1,8,A,1141,SCHIZACHYRIUM SCOPARIUM,GRASS,10,
7.8.2019,189,P,1,8,A,1142,SOLIDAGO SP,FORB,5,
7.8.2019,189,N1,1,9,C,1143,ACHILLEA MILLEFOLIUM,FORB,2,
7.8.2019,189,N1,1,9,C,1144,ANDROPOGON GERARDII,GRASS,40,
7.8.2019,189,N1,1,9,C,1145,CAREX SP,GRAMINOID,15,
7.8.2019,189,N1,1,9,C,1146,LITTER,LITTER,45,
7.8.2019,189,N1,1,9,C,1147,TOXICODENDRON RADICANS,FORB,2,
7.8.2019,189,C_H,1,10,D,1148,ACHILLEA MILLEFOLIUM,FORB,4,
7.8.2019,189,C_H,1,10,D,1149,ANDROPOGON GERARDII,GRASS,30,
7.8.2019,189,C_H,1,10,D,1150,ANTENNARIA NEGLECTA,FORB,2,
7.8.2019,189,C_H,1,10,D,1151,CAREX SP,GRAMINOID,3,
7.8.2019,189,C_H,1,10,D,1152,LESPEDEZA CAPITATA,FORB,4,
7.8.2019,189,C_H,1,10,D,1153,LITTER,LITTER,50,
7.8.2019,189,C_H,1,10,D,1154,SCHIZACHYRIUM SCOPARIUM,GRASS,10,
7.8.2019,189,C,1,11,B,1155,ACHILLEA MILLEFOLIUM,FORB,8,
7.8.2019,189,C,1,11,B,1156,ANDROPOGON GERARDII,GRASS,20,
7.8.2019,189,C,1,11,B,1157,ANTENNARIA NEGLECTA,FORB,0.5,
7.8.2019,189,C,1,11,B,1158,BARE GROUND,BARE GROUND,7,
7.8.2019,189,C,1,11,B,1159,CAREX SP,GRAMINOID,8,
7.8.2019,189,C,1,11,B,1160,LESPEDEZA CAPITATA,FORB,4,
7.8.2019,189,C,1,11,B,1161,LITTER,LITTER,45,
7.8.2019,189,C,1,11,B,1162,POA PRATENSIS,GRASS,5,
7.8.2019,189,C,1,11,B,1163,SOLIDAGO RIGIDA,FORB,5,LONG PETIOLE. SEE PICTURE. ORIGINALLY MYSTERY FORB
7.8.2019,189,NK,1,12,D,1164,AGROPYRON REPENS,GRASS,10,
7.8.2019,189,NK,1,12,D,1165,AGROSTIS CAPILLARIS,GRASS,15,
7.8.2019,189,NK,1,12,D,1166,BARE GROUND,BARE GROUND,2,
7.8.2019,189,NK,1,12,D,1167,ERIGERON CANADENSIS,FORB,1,
7.8.2019,189,NK,1,12,D,1168,LITTER,LITTER,45,
7.8.2019,189,NK,1,12,D,1169,PANICUM OLIGOSANTHES,GRASS,2.5,
7.8.2019,189,NK,1,12,D,1170,POA PRATENSIS,GRASS,20,
7.8.2019,189,NK,1,12,D,1171,RUMEX ACETOSELLA,FORB,7,
7.8.2019,189,C,2,13,B,1172,ACHILLEA MILLEFOLIUM,FORB,2,
7.8.2019,189,C,2,13,B,1173,ANDROPOGON GERARDII,GRASS,28,
7.8.2019,189,C,2,13,B,1174,ARABIS DIVARICARPA,FORB,0.25,
7.8.2019,189,C,2,13,B,1175,CAREX SP,GRAMINOID,3,
7.8.2019,189,C,2,13,B,1176,EQUISETUM LAEVIGATUM,FORB,0.5,
7.8.2019,189,C,2,13,B,1177,LESPEDEZA CAPITATA,FORB,4,
7.8.2019,189,C,2,13,B,1178,LITTER,LITTER,40,
7.8.2019,189,C,2,13,B,1179,RUMEX ACETOSELLA,FORB,0.5,
7.8.2019,189,C,2,13,B,1180,SCHIZACHYRIUM SCOPARIUM,GRASS,20,
7.8.2019,189,C,2,13,B,1181,SOLIDAGO SP,FORB,2,
7.8.2019,189,NK,2,14,B,1182,AGROPYRON REPENS,GRASS,40,
7.8.2019,189,NK,2,14,B,1183,AGROSTIS CAPILLARIS,GRASS,2,
7.8.2019,189,NK,2,14,B,1184,ANDROPOGON GERARDII,GRASS,2,
7.8.2019,189,NK,2,14,B,1185,BARE GROUND,BARE GROUND,20,
7.8.2019,189,NK,2,14,B,1186,ERIGERON CANADENSIS,FORB,10,
7.8.2019,189,NK,2,14,B,1187,LITTER,LITTER,30,
7.8.2019,189,NK,2,14,B,1188,MYSTERY FORB,FORB,1,"Same species as from earlier cover measurements, just bigger"
7.8.2019,189,NK,2,14,B,1189,POA PRATENSIS,GRASS,3,
7.8.2019,189,PK,2,15,B,1190,ANDROPOGON GERARDII,GRASS,40,
7.8.2019,189,PK,2,15,B,1191,LITTER,LITTER,60,
7.8.2019,189,PK,2,15,B,1192,POA PRATENSIS,GRASS,7,
7.8.2019,189,PK,2,15,B,1193,TOXICODENDRON RADICANS,FORB,1,
7.8.2019,189,NP,2,16,A,1194,AGROPYRON REPENS,GRASS,20,
7.8.2019,189,NP,2,16,A,1195,AGROSTIS CAPILLARIS,GRASS,1,
7.8.2019,189,NP,2,16,A,1196,BARE GROUND,BARE GROUND,1,
7.8.2019,189,NP,2,16,A,1197,CAREX SP,GRAMINOID,1,
7.8.2019,189,NP,2,16,A,1198,ERIGERON CANADENSIS,FORB,1,
7.8.2019,189,NP,2,16,A,1199,LITTER,LITTER,70,
7.8.2019,189,NP,2,16,A,1200,POA PRATENSIS,GRASS,5,
7.8.2019,189,N5,2,17,C,1201,AGROPYRON REPENS,GRASS,15,
7.8.2019,189,N5,2,17,C,1202,ANDROPOGON GERARDII,GRASS,40,
7.8.2019,189,N5,2,17,C,1203,LITTER,LITTER,50,
7.8.2019,189,N5,2,17,C,1204,POA PRATENSIS,GRASS,5,
7.8.2019,189,NPK,2,18,B,1205,AGROPYRON REPENS,GRASS,70,
7.8.2019,189,NPK,2,18,B,1206,LIATRIS ASPERA,FORB,1,
7.8.2019,189,NPK,2,18,B,1207,LITTER,LITTER,40,
7.8.2019,189,NPK,2,18,B,1208,RUMEX ACETOSELLA,FORB,0.5,
7.8.2019,189,P,2,19,D,1209,AGROPYRON REPENS,GRASS,7,
7.8.2019,189,P,2,19,D,1210,ANDROPOGON GERARDII,GRASS,25,
7.8.2019,189,P,2,19,D,1211,BARE GROUND,BARE GROUND,7,
7.8.2019,189,P,2,19,D,1212,CAREX SP,GRAMINOID,10,
7.8.2019,189,P,2,19,D,1213,ERIGERON CANADENSIS,FORB,1,
7.8.2019,189,P,2,19,D,1214,LITTER,LITTER,50,
7.8.2019,189,P,2,19,D,1215,RUMEX ACETOSELLA,FORB,0.5,
7.8.2019,189,N1,2,20,D,1216,ACHILLEA MILLEFOLIUM,FORB,3,
7.8.2019,189,N1,2,20,D,1217,AGROPYRON REPENS,GRASS,40,
7.8.2019,189,N1,2,20,D,1218,ANDROPOGON GERARDII,GRASS,7,
7.8.2019,189,N1,2,20,D,1219,LITTER,LITTER,45,
7.8.2019,189,N1,2,20,D,1220,MYSTERY FORB,FORB,0.5,SAME MYSTERY FORB AS PLOT 18
7.8.2019,189,N1,2,20,D,1221,POA PRATENSIS,GRASS,8,
7.8.2019,189,C_H,2,21,C,1222,AGROPYRON REPENS,GRASS,30,
7.8.2019,189,C_H,2,21,C,1223,BERTEROA INCANA,FORB,6,
7.8.2019,189,C_H,2,21,C,1224,CAREX SP,GRAMINOID,3,
7.8.2019,189,C_H,2,21,C,1225,LITTER,LITTER,60,
7.8.2019,189,C_H,2,21,C,1226,POA PRATENSIS,GRASS,5,
7.8.2019,189,C_H,2,21,C,1227,POLYGONUM CONVULVULUS,FORB,1,
7.8.2019,189,K,2,22,C,1228,ANDROPOGON GERARDII,GRASS,45,
7.8.2019,189,K,2,22,C,1229,BARE GROUND,BARE GROUND,3,
7.8.2019,189,K,2,22,C,1230,BERTEROA INCANA,FORB,0.5,
7.8.2019,189,K,2,22,C,1231,CAREX SP,GRAMINOID,4,
7.8.2019,189,K,2,22,C,1232,LITTER,LITTER,50,
7.8.2019,189,K,2,22,C,1233,PANICUM OLIGOSANTHES,GRASS,3,
7.8.2019,189,K,2,22,C,1234,SOLIDAGO SP,FORB,1,
7.8.2019,189,K,2,22,C,1235,VERBASCUM THAPSUS,FORB,0.25,
7.8.2019,189,NPK_H,2,23,C,1236,AGROPYRON REPENS,GRASS,20,
7.8.2019,189,NPK_H,2,23,C,1237,BERTEROA INCANA,FORB,4,
7.8.2019,189,NPK_H,2,23,C,1238,BRYOPHYTE,BRYOPHYTE,2,
7.8.2019,189,NPK_H,2,23,C,1239,CHENOPODIUM ALBUM,FORB,3,
7.8.2019,189,NPK_H,2,23,C,1240,ERIGERON CANADENSIS,FORB,5,
7.8.2019,189,NPK_H,2,23,C,1241,LITTER,LITTER,40,
7.8.2019,189,NPK_H,2,23,C,1242,LYCHNIS ALBA,FORB,8,
7.8.2019,189,NPK_H,2,23,C,1243,POLYGONUM CONVULVULUS,FORB,1,
7.8.2019,189,NPK_H,2,23,C,1244,POTENTILLA NORVEGICA,FORB,5,
7.8.2019,189,NPK_H,2,23,C,1245,SCHIZACHYRIUM SCOPARIUM,GRASS,2,
7.8.2019,189,NPK_H,2,23,C,1246,VERBASCUM THAPSUS,FORB,3,
7.8.2019,189,N10,2,24,C,1247,AGROPYRON REPENS,GRASS,55,
7.8.2019,189,N10,2,24,C,1248,BARE GROUND,BARE GROUND,5,
7.8.2019,189,N10,2,24,C,1249,BERTEROA INCANA,FORB,1,
7.8.2019,189,N10,2,24,C,1250,BRYOPHYTE,BRYOPHYTE,2,
7.8.2019,189,N10,2,24,C,1251,LITTER,LITTER,30,
7.8.2019,189,N10,2,24,C,1252,POA PRATENSIS,GRASS,10,
7.8.2019,189,N10,2,24,C,1253,POLYGONUM CONVULVULUS,FORB,5,
